'Probe'	'Symbol'	'acg'	'dlpfc'	'cb'	'amy'	'hc'	'nacc'	'new-mean-6'
'10896_at'	'OCLM'	4	1	-3	-1	8	12	0.108781119
'1606_at'	'DGKA'	-3	-2	-2	11	-1	-6	0.1088054434
'57101_at'	'ANO2'	-5	-2	13	-6	-4	12	0.1088218437
'10738_at'	'RFPL3'	13	-4	5	2	9	2	0.1088985274
'5108_at'	'PCM1'	9	17	-2	12	15	-6	0.1089762667
'54801_at'	'HAUS6'	-2	14	11	-4	6	8	0.1089897703
'26211_at'	'OR2F1'	10	9	-2	7	12	-2	0.1089945498
'79846_at'	'C7orf63'	7	10	-5	0	2	7	0.1090193098
'51096_at'	'UTP18'	-4	12	3	-6	1	-6	0.109058809
'79711_at'	'IPO4'	-5	6	7	-4	0	5	0.1090606666
'1285_at'	'COL4A3'	10	8	-2	9	7	11	0.1090999809
'3182_at'	'HNRNPAB'	2	3	8	1	4	4	0.1091191115
'909_at'	'CD1A'	-4	5	16	8	9	14	0.1092275797
'8630_at'	'HSD17B6'	-1	-3	1	-4	-5	-1	0.1092658533
'10505_at'	'SEMA4F'	1	-5	15	9	-4	-5	0.1093047826
'2158_at'	'F9'	-1	-4	-4	16	4	14	0.1093188973
'80221_at'	'ACSF2'	-2	14	16	8	12	9	0.1093246012
'6696_at'	'SPP1'	7	-2	-2	-1	-1	3	0.1093277807
'9657_at'	'IQCB1'	-1	4	-1	-4	1	0	0.1094218429
'1634_at'	'DCN'	11	10	13	10	10	13	0.1094491161
'5032_at'	'P2RY11'	8	10	-3	11	-6	-5	0.109500518
'9121_at'	'SLC16A5'	13	12	9	8	-5	17	0.1095325678
'91782_at'	'CHMP7'	8	9	7	9	10	10	0.1095402708
'79080_at'	'CCDC86'	3	-6	9	-1	-4	1	0.1095446155
'2173_at'	'FABP7'	-2	-6	-3	15	17	-6	0.1095613288
'11082_at'	'ESM1'	-6	3	6	14	2	8	0.1096019077
'3035_at'	'HARS'	2	9	17	4	5	-2	0.1097926012
'26531_at'	'OR11A1'	-4	10	-5	11	-2	4	0.1098021387
'4199_at'	'ME1'	0	12	11	0	10	4	0.1098188971
'3382_at'	'ICA1'	15	10	15	-5	9	-1	0.1098339278
'10677_at'	'AVIL'	8	10	-3	7	-1	12	0.1098547863
'5149_at'	'PDE6H'	3	4	7	6	-1	16	0.1098878718
'50813_at'	'COPS7A'	1	4	14	8	0	3	0.1098958929
'10581_at'	'IFITM2'	-2	12	3	1	1	-1	0.1099813591
'8216_at'	'LZTR1'	-5	-4	14	3	-5	13	0.1100230673
'2268_at'	'FGR'	-3	-1	5	10	-4	12	0.1100268438
'29953_at'	'TRHDE'	-3	15	11	8	2	16	0.1101628047
'8662_at'	'EIF3B'	1	9	4	2	7	8	0.1101975492
'22821_at'	'RASA3'	5	-5	-4	-3	-5	-4	0.1102168872
'57149_at'	'LYRM1'	-5	16	10	17	11	7	0.1102553412
'9340_at'	'GLP2R'	-6	6	-6	5	-6	9	0.1102731773
'55039_at'	'TRMT12'	17	15	5	-2	-3	12	0.1103500844
'10894_at'	'LYVE1'	-4	11	-3	12	-4	0	0.1104096638
'9684_at'	'LRRC14'	6	12	3	9	2	-2	0.1104157024
'8829_at'	'NRP1'	-6	15	15	3	-4	-2	0.1104896307
'5292_at'	'PIM1'	-1	4	3	-1	3	1	0.1106137947
'5295_at'	'PIK3R1'	8	13	-2	9	11	9	0.1107155994
'56478_at'	'EIF4ENIF1'	4	11	5	5	-5	1	0.1107325958
'5967_at'	'REG1A'	-3	10	9	10	0	0	0.1107562363
'56673_at'	'C11orf16'	15	5	12	17	4	9	0.1107910395
'5092_at'	'PCBD1'	-4	1	-4	-4	1	-3	0.1108691008
'26520_at'	'TIMM9'	-2	6	5	-4	4	-2	0.1108769223
'66008_at'	'TRAK2'	8	10	12	2	11	9	0.1109009574
'65108_at'	'MARCKSL1'	10	-2	16	-2	-5	11	0.1109368617
'25865_at'	'PRKD2'	17	15	16	11	-4	-6	0.1109630411
'6489_at'	'ST8SIA1'	4	-2	-2	0	-1	4	0.1110618872
'10246_at'	'SLC17A2'	10	-4	6	4	14	-2	0.1111356781
'23316_at'	'CUX2'	3	11	7	8	2	0	0.1115338977
'51204_at'	'TACO1'	16	2	10	-4	2	8	0.1115853567
'55969_at'	'C20orf24'	-2	2	9	-4	-3	1	0.1117361038
'7327_at'	'UBE2G2'	2	2	1	2	1	0	0.1117801081
'859_at'	'CAV3'	16	11	8	11	-3	8	0.1118023798
'30811_at'	'HUNK'	7	10	-5	-2	-1	10	0.1118334958
'83696_at'	'TRAPPC9'	12	7	-3	12	1	11	0.1118670073
'6405_at'	'SEMA3F'	-1	2	-5	9	4	-1	0.1119159728
'3338_at'	'DNAJC4'	-1	-4	12	-3	6	3	0.1119385863
'79751_at'	'SLC25A22'	16	6	-2	7	-2	-5	0.1120228081
'10233_at'	'LRRC23'	14	-6	9	13	2	11	0.1120263969
'55135_at'	'WRAP53'	10	4	1	-6	1	16	0.1120904264
'2516_at'	'NR5A1'	15	7	0	9	-2	2	0.1121114553
'2734_at'	'GLG1'	9	-3	15	10	13	7	0.1121120551
'10397_at'	'NDRG1'	7	-3	17	0	-2	-1	0.1121286356
'57126_at'	'CD177'	-3	4	7	-6	-1	5	0.1121590443
'9064_at'	'MAP3K6'	0	7	-5	7	7	10	0.112181068
'55815_at'	'TSNAXIP1'	16	2	7	11	3	12	0.1121840258
'8821_at'	'INPP4B'	-4	14	7	16	7	6	0.1122406262
'1594_at'	'CYP27B1'	1	-5	9	12	10	7	0.1122765819
'3577_at'	'CXCR1'	-4	-4	5	10	-2	16	0.1124371586
'51026_at'	'GOLT1B'	3	-4	-2	-1	-2	-2	0.1124466998
'10492_at'	'SYNCRIP'	5	11	15	1	8	7	0.1125085004
'51440_at'	'HPCAL4'	-6	13	-3	12	16	13	0.112551867
'6364_at'	'CCL20'	0	1	8	11	-1	9	0.1125939935
'56672_at'	'C11orf17'	-3	-4	7	10	11	6	0.1126000194
'9617_at'	'MTRF1'	7	11	8	-1	5	5	0.1127179032
'10942_at'	'PRSS21'	2	8	15	14	10	6	0.1127279973
'1409_at'	'CRYAA'	13	16	16	10	-1	5	0.1127337098
'7320_at'	'UBE2B'	-5	15	12	10	16	-6	0.1127669501
'10691_at'	'GMEB1'	6	15	2	10	7	7	0.1127947983
'1718_at'	'DHCR24'	6	2	5	1	2	9	0.1127989931
'3696_at'	'ITGB8'	13	-4	2	5	14	8	0.1128048598
'10902_at'	'BRD8'	10	9	-2	5	14	-1	0.1128507064
'10061_at'	'ABCF2'	7	8	6	-2	-1	-6	0.112880091
'57658_at'	'CALCOCO1'	17	2	-1	-2	-1	4	0.1129014418
'9278_at'	'ZBTB22'	-4	1	-2	10	-4	-3	0.112905962
'23074_at'	'UHRF1BP1L'	3	12	-3	6	11	12	0.1129456683
'22808_at'	'MRAS'	-6	17	7	9	9	-1	0.1129743272
'10281_at'	'DSCR4'	17	14	15	7	16	7	0.1129835289
'26993_at'	'AKAP8L'	2	-1	-4	3	3	-1	0.1130388577
'11124_at'	'FAF1'	17	-1	11	13	16	6	0.1130511265
'5617_at'	'PRL'	-6	1	6	-4	9	5	0.1131555747
'6817_at'	'SULT1A1'	6	10	9	8	7	4	0.1131738733
'1445_at'	'CSK'	-4	17	-3	3	2	5	0.1131798496
'51734_at'	'SEPX1'	16	4	11	9	1	3	0.1132197697
'3064_at'	'HTT'	-5	8	2	8	2	6	0.1133200208
'4543_at'	'MTNR1A'	1	-2	-1	-5	13	0	0.1133339056
'57228_at'	'SMAGP'	-4	8	16	17	-5	13	0.1133616794
'28409_at'	'IGHV3-73'	6	10	9	7	2	9	0.1133692964
'56101_at'	'PCDHGB5'	17	9	-6	-1	14	11	0.1134258763
'5170_at'	'PDPK1'	17	11	2	-6	10	3	0.1134650515
'23152_at'	'CIC'	13	4	5	10	6	10	0.1134696931
'79570_at'	'NKAIN1'	2	-2	14	-3	1	0	0.1134821394
'6671_at'	'SP4'	-3	0	2	2	7	-3	0.1134927695
'10892_at'	'MALT1'	0	-4	-2	1	-5	0	0.1134970154
'56943_at'	'ENY2'	4	-6	6	12	13	13	0.1135386942
'10962_at'	'MLLT11'	16	7	6	15	-3	13	0.1135501339
'126353_at'	'C19orf21'	-4	2	16	-2	-3	-3	0.1135641618
'6954_at'	'TCP11'	-4	-2	5	-2	-4	6	0.113582305
'3670_at'	'ISL1'	0	-1	0	-2	11	12	0.1136084522
'149111_at'	'CNIH3'	5	6	-2	8	15	8	0.1136571211
'23380_at'	'SRGAP2'	-2	14	13	11	12	11	0.1136701042
'79042_at'	'TSEN34'	0	3	0	-6	5	-1	0.113697277
'23360_at'	'FNBP4'	5	0	-1	6	0	12	0.1137093208
'57715_at'	'SEMA4G'	15	6	14	-3	7	11	0.1137452337
'27000_at'	'DNAJC2'	2	8	10	-2	2	0	0.1137527206
'760_at'	'CA2'	13	-5	-6	-4	-6	17	0.1138084379
'7145_at'	'TNS1'	8	13	12	3	5	11	0.1138461991
'323_at'	'APBB2'	9	17	-4	-6	15	10	0.1138773774
'6731_at'	'SRP72'	6	17	10	1	9	8	0.1139531291
'51115_at'	'FAM82B'	10	17	11	17	11	9	0.1139603874
'55471_at'	'C2orf56'	3	15	-5	0	7	2	0.1139695507
'50508_at'	'NOX3'	-4	1	10	4	4	3	0.1140530701
'10455_at'	'PECI'	1	13	4	-3	8	2	0.1140650391
'6880_at'	'TAF9'	4	12	6	-6	-6	16	0.1140769312
'81698_at'	'C15orf5'	5	3	11	9	-3	8	0.1141005338
'9848_at'	'MFAP3L'	1	-6	5	-3	1	-3	0.1141162538
'65244_at'	'SPATS2'	2	5	17	1	13	3	0.1141186558
'55224_at'	'ETNK2'	-6	12	-4	10	8	13	0.114124453
'8364_at'	'HIST1H4C'	16	15	-3	15	15	13	0.1141441617
'353514_at'	'LILRA5'	3	3	11	14	4	13	0.1141551747
'79918_at'	'SETD6'	4	5	-2	-1	7	7	0.1142553518
'112869_at'	'CCDC101'	11	7	5	13	0	7	0.1142574416
'5036_at'	'PA2G4'	-2	-2	-1	-4	0	-6	0.1143096713
'5545_at'	'PRB4'	-5	6	14	17	0	12	0.1144947415
'538_at'	'ATP7A'	-3	-5	-1	-1	3	-2	0.1144960233
'54700_at'	'RRN3'	2	-6	-1	5	10	0	0.1145186908
'9073_at'	'CLDN8'	3	-1	8	0	12	-1	0.1145958008
'81603_at'	'TRIM8'	1	9	6	15	10	0	0.1147042712
'81847_at'	'RNF146'	-6	-4	1	16	-6	3	0.1147383236
'10472_at'	'ZNF238'	-1	-6	-2	11	-2	3	0.114760082
'7804_at'	'LRP8'	12	11	-4	9	11	15	0.1147621735
'5267_at'	'SERPINA4'	13	13	12	12	16	6	0.1147856978
'55766_at'	'H2AFJ'	8	14	-4	-2	-3	2	0.1148129197
'10213_at'	'PSMD14'	3	12	7	17	13	17	0.1148141411
'7051_at'	'TGM1'	5	12	0	12	8	12	0.1148217769
'64215_at'	'DNAJC1'	7	10	17	0	11	16	0.1148633848
'28513_at'	'CDH19'	6	-4	17	-2	-1	4	0.114896067
'51380_at'	'CSAD'	13	-6	-4	-6	16	13	0.1149113642
'91752_at'	'ZNF804A'	11	11	8	4	-2	17	0.1149316996
'27235_at'	'COQ2'	1	6	14	1	7	7	0.1149498599
'2306_at'	'FOXD2'	-3	-2	9	4	4	12	0.1149881005
'2169_at'	'FABP2'	15	-4	14	0	-6	14	0.115002359
'4939_at'	'OAS2'	-5	-2	5	12	-2	7	0.1150168911
'10336_at'	'PCGF3'	6	9	7	11	6	10	0.1150245029
'3207_at'	'HOXA11'	17	-2	-2	5	-3	17	0.1150301889
'2235_at'	'FECH'	5	17	12	13	17	12	0.1150435813
'51218_at'	'GLRX5'	-4	6	7	13	8	6	0.1151183346
'22796_at'	'COG2'	0	3	4	9	2	4	0.1151331682
'26150_at'	'RIBC2'	13	9	6	2	5	10	0.1151338971
'54558_at'	'SPATA6'	11	-6	11	10	0	9	0.1152090296
'55827_at'	'DCAF6'	2	12	-6	11	1	0	0.1152930868
'55023_at'	'PHIP'	1	11	-6	12	13	13	0.1153282198
'27250_at'	'PDCD4'	8	17	12	13	8	6	0.1154102028
'8204_at'	'NRIP1'	7	11	11	7	11	14	0.1154567955
'1059_at'	'CENPB'	9	16	17	4	6	2	0.1154705623
'28461_at'	'IGHV1-69'	8	1	-6	8	14	-3	0.1154840175
'4621_at'	'MYH3'	-1	9	3	-1	0	7	0.1155263401
'7782_at'	'SLC30A4'	-5	-4	6	8	11	-5	0.1156847393
'79742_at'	'CXorf36'	0	5	-2	13	-2	6	0.1157121576
'4185_at'	'ADAM11'	17	4	-4	11	-1	-4	0.115764487
'3738_at'	'KCNA3'	16	2	17	-3	-3	-2	0.1157697105
'27035_at'	'NOX1'	-6	3	13	8	6	13	0.1157709945
'54883_at'	'CWC25'	-1	-4	2	2	-2	8	0.1158470162
'23196_at'	'FAM120A'	14	12	2	10	-2	15	0.1159139295
'26255_at'	'PTTG3P'	-4	-3	6	-2	10	8	0.1159160944
'55198_at'	'APPL2'	-3	16	-2	15	-5	-6	0.1159469322
'5122_at'	'PCSK1'	16	15	-3	8	-6	17	0.1160626148
'1421_at'	'CRYGD'	-6	0	-4	0	-3	8	0.116160031
'23312_at'	'DMXL2'	8	11	7	12	-5	15	0.1161985359
'5228_at'	'PGF'	3	3	2	1	7	11	0.1162073191
'10616_at'	'RBCK1'	12	2	15	17	1	1	0.116210405
'54566_at'	'EPB41L4B'	16	3	9	13	5	8	0.1162207449
'9181_at'	'ARHGEF2'	6	0	-5	3	5	17	0.1163083542
'2335_at'	'FN1'	10	11	14	6	11	15	0.1163553579
'1315_at'	'COPB1'	1	14	1	5	11	17	0.1163838139
'139081_at'	'MAGEC3'	17	9	-4	8	12	11	0.1163839209
'9742_at'	'IFT140'	2	8	-2	10	8	16	0.1164136691
'6238_at'	'RRBP1'	6	-1	2	1	-1	-2	0.1164259643
'3654_at'	'IRAK1'	1	6	9	5	0	3	0.1164521124
'26058_at'	'GIGYF2'	5	3	6	9	9	7	0.1164721307
'6699_at'	'SPRR1B'	3	3	10	-6	10	11	0.1164984157
'55972_at'	'SLC25A40'	16	3	-2	6	-2	-1	0.1164993238
'1557_at'	'CYP2C19'	16	-5	-1	7	-3	4	0.1165357564
'7915_at'	'ALDH5A1'	9	9	-3	0	9	12	0.1165570412
'57104_at'	'PNPLA2'	16	0	-5	1	0	-4	0.1165717967
'22802_at'	'CLCA4'	9	-5	16	-4	-6	17	0.1166095685
'25976_at'	'TIPARP'	2	3	-4	0	-1	0	0.1166098193
'200315_at'	'APOBEC3A'	0	4	11	-5	7	6	0.1166117475
'7586_at'	'ZKSCAN1'	13	15	14	-5	13	11	0.1166429658
'3145_at'	'HMBS'	1	-3	15	1	7	0	0.1166460654
'3694_at'	'ITGB6'	5	14	13	15	0	-3	0.116649031
'2995_at'	'GYPC'	16	7	1	12	6	16	0.1166652435
'84065_at'	'TMEM222'	14	15	-6	0	10	-5	0.1166700525
'81851_at'	'KRTAP1-1'	-5	-3	7	10	4	-2	0.1166942767
'60482_at'	'SLC5A7'	17	1	17	-3	12	10	0.1167190459
'7574_at'	'ZNF26'	-1	-1	8	5	-3	10	0.1167662383
'8870_at'	'IER3'	-3	5	-6	-3	-1	1	0.1167663684
'705_at'	'BYSL'	16	3	16	9	-2	-2	0.11677303
'6506_at'	'SLC1A2'	12	-5	5	14	15	8	0.1167990189
'3001_at'	'GZMA'	-6	3	17	9	6	12	0.1168069794
'6903_at'	'TBCC'	1	0	7	5	4	0	0.1168153212
'9830_at'	'TRIM14'	10	16	11	7	11	-6	0.116817966
'22915_at'	'MMRN1'	-1	-2	6	2	6	11	0.1168398884
'23555_at'	'TSPAN15'	10	-6	-2	-2	14	-4	0.1168476009
'83445_at'	'GSG1'	17	3	-2	3	2	12	0.1168710002
'8687_at'	'KRT38'	4	0	8	0	-1	9	0.1168889986
'80329_at'	'ULBP1'	8	10	-6	9	8	13	0.1168936902
'4070_at'	'TACSTD2'	1	7	0	3	-5	9	0.1168958841
'4855_at'	'NOTCH4'	-5	8	13	15	-6	17	0.1170012849
'1288_at'	'COL4A6'	-3	15	10	13	-3	-1	0.1170885786
'23513_at'	'SCRIB'	8	11	9	11	12	16	0.1170954279
'26577_at'	'PCOLCE2'	-5	8	0	5	-5	14	0.1171919415
'27097_at'	'TAF5L'	8	-2	-3	-3	-4	10	0.1172516559
'6329_at'	'SCN4A'	7	0	0	7	3	8	0.1173104892
'26958_at'	'COPG2'	-3	0	12	1	17	15	0.1173223841
'84179_at'	'MFSD7'	4	-4	15	5	10	3	0.1173755503
'9364_at'	'RAB28'	2	-5	16	-3	11	-6	0.1173804859
'53820_at'	'DSCR6'	-6	1	1	8	2	11	0.1173822918
'1001_at'	'CDH3'	-1	7	1	6	7	6	0.1173976483
'6658_at'	'SOX3'	6	2	-1	-1	-3	14	0.117404271
'10786_at'	'SLC17A3'	13	-4	10	8	6	17	0.117409434
'55222_at'	'LRRC20'	-5	7	-2	10	-2	-2	0.1174133225
'10144_at'	'FAM13A'	4	10	-1	8	3	4	0.117422824
'64598_at'	'MOSPD3'	-6	-2	17	9	-1	-5	0.1174442406
'10725_at'	'NFAT5'	10	-4	3	8	11	4	0.1174646903
'79722_at'	'ANKRD55'	14	13	8	6	12	13	0.1175056744
'5861_at'	'RAB1A'	1	-3	2	-3	4	2	0.1175566254
'79796_at'	'ALG9'	-3	1	0	-3	3	3	0.1176110251
'158427_at'	'TSTD2'	2	8	2	3	11	9	0.1177063985
'23022_at'	'PALLD'	7	12	9	9	14	16	0.1177189882
'7857_at'	'SCG2'	13	6	9	-3	-1	-6	0.1177229092
'1656_at'	'DDX6'	15	5	6	3	9	5	0.1177311783
'23175_at'	'LPIN1'	4	1	0	1	9	3	0.1177812134
'3756_at'	'KCNH1'	-4	4	-3	9	-2	10	0.1178165093
'3750_at'	'KCND1'	11	5	-2	10	11	11	0.1178362546
'4249_at'	'MGAT5'	12	1	2	16	7	-5	0.1178598092
'6502_at'	'SKP2'	11	-5	2	16	-4	10	0.1179093887
'53947_at'	'A4GALT'	5	-4	-4	-3	-3	17	0.1179901029
'5629_at'	'PROX1'	17	-2	16	-2	13	11	0.1180069164
'81555_at'	'YIPF5'	1	-2	-2	17	4	2	0.118116069
'54868_at'	'TMEM104'	9	16	9	5	-5	17	0.1181337296
'8228_at'	'PNPLA4'	-2	7	11	17	15	17	0.1181449635
'27330_at'	'RPS6KA6'	9	15	-5	15	-6	-4	0.1181974925
'79843_at'	'FAM124B'	16	9	-5	14	10	11	0.1181994464
'56904_at'	'SH3GLB2'	11	-3	16	0	1	16	0.1182811358
'8714_at'	'ABCC3'	16	10	14	15	-3	3	0.1183411953
'28673_at'	'TRAV12-2'	-3	5	6	13	10	11	0.1183450907
'79646_at'	'PANK3'	9	17	8	12	12	7	0.1184310528
'10991_at'	'SLC38A3'	7	0	16	6	6	17	0.1184360642
'7351_at'	'UCP2'	14	0	5	5	6	3	0.1184402231
'23328_at'	'SASH1'	-4	-3	10	12	-3	-5	0.1184450958
'26059_at'	'ERC2'	-5	10	-4	8	0	-4	0.1184557985
'8924_at'	'HERC2'	7	13	2	6	13	13	0.1184658437
'23474_at'	'ETHE1'	-5	6	-4	-6	6	-2	0.1184819624
'23207_at'	'PLEKHM2'	-5	6	0	5	-6	-1	0.1184967732
'23657_at'	'SLC7A11'	5	10	9	11	12	4	0.1185809244
'5926_at'	'ARID4A'	8	14	4	9	11	10	0.1185860074
'256364_at'	'EML3'	7	-3	0	6	5	1	0.1185910307
'10465_at'	'PPIH'	8	-1	5	14	1	10	0.1186649936
'529_at'	'ATP6V1E1'	2	6	7	12	-1	7	0.1186799925
'291_at'	'SLC25A4'	17	-4	6	-3	-4	-1	0.1186941935
'2619_at'	'GAS1'	0	-2	6	14	3	-1	0.1187486641
'23398_at'	'PPWD1'	5	-5	4	-1	9	2	0.1187578728
'11230_at'	'PRAF2'	17	3	8	0	-2	7	0.118763765
'9623_at'	'TCL1B'	4	5	17	2	9	13	0.1188411381
'54543_at'	'TOMM7'	4	3	5	-3	8	3	0.1188527263
'302_at'	'ANXA2'	-2	6	15	1	2	-1	0.1189457885
'7186_at'	'TRAF2'	16	-1	-3	14	16	16	0.1189736101
'1948_at'	'EFNB2'	12	10	-5	10	14	1	0.1190139386
'126_at'	'ADH1C'	1	8	-5	2	12	11	0.1190215684
'4798_at'	'NFRKB'	-6	4	0	12	-6	0	0.1190984808
'7143_at'	'TNR'	-6	3	-6	10	4	-1	0.1191165756
'6510_at'	'SLC1A5'	16	8	-4	10	5	11	0.1191524451
'9921_at'	'RNF10'	16	9	11	12	12	17	0.1191649388
'10066_at'	'SCAMP2'	-3	-2	9	-2	-4	4	0.119218211
'10218_at'	'ANGPTL7'	-3	5	7	6	-6	-1	0.1192440187
'57523_at'	'NYNRIN'	17	10	17	13	11	13	0.1192737152
'1414_at'	'CRYBB1'	-1	-4	14	10	10	-3	0.1193916703
'1998_at'	'ELF2'	5	-2	0	-6	-1	3	0.1194547215
'27040_at'	'LAT'	10	7	-1	6	-5	9	0.1194608861
'5446_at'	'PON3'	17	17	10	17	15	-5	0.119484668
'8209_at'	'C21orf33'	-6	-5	13	-3	10	1	0.1194936664
'6342_at'	'SCP2'	5	14	16	15	9	1	0.1195189035
'55295_at'	'KLHL26'	12	14	6	9	13	5	0.1195374294
'7768_at'	'ZNF225'	7	14	-1	3	7	10	0.1195548974
'3073_at'	'HEXA'	10	8	11	15	8	9	0.1195694016
'55231_at'	'CCDC87'	17	6	5	8	9	1	0.119660994
'80095_at'	'ZNF606'	0	13	4	8	5	2	0.1197762526
'55233_at'	'MOBKL1B'	-6	14	-2	-2	6	-1	0.1198103899
'10289_at'	'EIF1B'	-6	-5	7	-4	-5	17	0.1198386763
'10073_at'	'SNUPN'	11	12	3	1	15	12	0.1198779676
'2633_at'	'GBP1'	6	13	3	4	3	-2	0.1199293557
'51742_at'	'ARID4B'	4	14	-1	6	13	11	0.1199389261
'7561_at'	'ZNF14'	10	15	5	8	12	9	0.1199486002
'54802_at'	'TRIT1'	5	2	7	11	4	9	0.1199972678
'9113_at'	'LATS1'	4	-5	3	1	7	6	0.120009844
'55631_at'	'LRRC40'	6	14	-3	7	6	0	0.1200550732
'115_at'	'ADCY9'	1	13	10	5	0	14	0.1201790857
'80345_at'	'ZSCAN16'	9	15	11	8	9	11	0.1202030714
'1381_at'	'CRABP1'	-1	5	14	-2	1	9	0.1202044201
'3889_at'	'KRT83'	-6	5	-6	10	13	5	0.1202362599
'304_at'	'ANXA2P2'	-1	17	7	1	4	-3	0.1202764001
'55259_at'	'CASC1'	6	8	11	-6	5	-4	0.1202845661
'4440_at'	'MSI1'	15	7	6	17	0	12	0.1203010439
'7342_at'	'UBP1'	3	11	0	8	5	-6	0.1203017332
'728_at'	'C5AR1'	-2	-1	-6	17	-1	-1	0.1204145124
'9258_at'	'MFHAS1'	5	0	14	3	13	2	0.1204243225
'288_at'	'ANK3'	11	17	4	14	13	9	0.1205283856
'8555_at'	'CDC14B'	12	-6	12	8	14	12	0.1205620035
'55505_at'	'NOP10'	-5	-1	9	11	9	-3	0.1205693447
'1820_at'	'ARID3A'	2	6	3	3	4	-5	0.1206696962
'10127_at'	'ZNF263'	5	3	0	3	15	6	0.1206881651
'103_at'	'ADAR'	5	7	9	6	13	5	0.1207290885
'91298_at'	'C12orf29'	0	13	-1	10	13	-2	0.1207397794
'6019_at'	'RLN2'	16	-4	5	7	-4	14	0.1207724492
'23632_at'	'CA14'	8	-2	9	17	8	11	0.1208140257
'5569_at'	'PKIA'	17	15	15	17	17	-5	0.1208419298
'29119_at'	'CTNNA3'	17	3	9	-3	1	6	0.1208559595
'1847_at'	'DUSP5'	-3	5	8	0	-1	0	0.1208570376
'50834_at'	'TAS2R1'	15	-3	-2	9	-2	-6	0.1208691928
'1237_at'	'CCR8'	17	2	9	-5	13	2	0.1208954493
'1746_at'	'DLX2'	-3	1	16	-2	9	8	0.1210130803
'4799_at'	'NFX1'	5	6	-1	3	9	1	0.1210278312
'10425_at'	'ARIH2'	6	-1	-4	-3	-5	8	0.1211206468
'8520_at'	'HAT1'	3	17	-1	-3	4	0	0.1211238982
'399664_at'	'MEX3D'	-3	0	5	3	4	-2	0.1211349059
'28316_at'	'CDH20'	13	15	6	15	16	14	0.1211358648
'9149_at'	'DYRK1B'	-6	9	-3	1	0	-5	0.1211936528
'83480_at'	'PUS3'	0	13	14	-1	11	2	0.1211998789
'57148_at'	'RALGAPB'	7	0	7	13	-5	9	0.1212235201
'9180_at'	'OSMR'	2	1	3	4	4	2	0.1213037734
'55340_at'	'GIMAP5'	-3	0	-1	11	0	3	0.1213048664
'5604_at'	'MAP2K1'	4	1	5	8	-5	7	0.1213437347
'8888_at'	'MCM3AP'	6	-6	9	9	-3	8	0.1213485644
'5046_at'	'PCSK6'	8	-3	-6	-4	-6	17	0.1213796911
'10899_at'	'JTB'	-1	-3	5	0	2	3	0.1214093033
'440348_at'	'NPIPL2'	-4	7	-4	13	-5	14	0.1214678854
'6542_at'	'SLC7A2'	-5	11	10	-1	-3	11	0.1215307958
'23589_at'	'CARHSP1'	2	-3	-6	-2	-6	17	0.121606603
'5932_at'	'RBBP8'	2	2	16	4	3	5	0.1216426271
'55900_at'	'ZNF302'	-1	-4	-1	-6	17	-1	0.1216702239
'10297_at'	'APC2'	7	12	-5	4	-1	12	0.1217091005
'5139_at'	'PDE3A'	4	12	1	13	8	0	0.1217509666
'23387_at'	'SIK3'	12	16	8	16	15	6	0.1217951776
'7378_at'	'UPP1'	3	10	-5	0	1	7	0.1217971458
'57396_at'	'CLK4'	8	11	-2	10	11	12	0.1218043867
'64794_at'	'DDX31'	17	7	1	14	-2	-3	0.1218164155
'58494_at'	'JAM2'	-5	12	6	-4	-6	0	0.121879849
'4140_at'	'MARK3'	2	-4	-2	1	2	-6	0.1219213673
'3558_at'	'IL2'	10	-5	-2	-3	1	-3	0.121935839
'27342_at'	'RABGEF1'	1	5	3	0	3	-1	0.1219407188
'55697_at'	'VAC14'	17	3	-5	-5	-1	-5	0.1219649521
'6295_at'	'SAG'	17	6	4	-3	0	-6	0.1220111085
'2305_at'	'FOXM1'	0	1	5	13	8	-2	0.1220124221
'64579_at'	'NDST4'	-5	0	6	0	2	0	0.1220333944
'5322_at'	'PLA2G5'	-4	17	4	-3	9	-3	0.1220366363
'81565_at'	'NDEL1'	9	8	14	8	-1	4	0.1220436334
'5434_at'	'POLR2E'	13	14	12	15	12	-6	0.1220844454
'10799_at'	'RPP40'	2	1	8	-2	14	4	0.1222082374
'30012_at'	'TLX3'	17	6	-2	-4	11	15	0.1222569792
'57103_at'	'C12orf5'	-4	-3	2	13	4	15	0.1223176901
'8547_at'	'FCN3'	-2	9	12	9	0	0	0.1224214721
'55744_at'	'C7orf44'	13	-1	5	17	7	17	0.1224903734
'6282_at'	'S100A11'	-2	6	4	4	2	3	0.1225340136
'374868_at'	'ATP9B'	11	13	5	15	9	16	0.1225603538
'84272_at'	'YIPF4'	4	-6	6	-1	7	-4	0.1226032974
'55584_at'	'CHRNA9'	-6	4	9	2	-4	8	0.1226453782
'2258_at'	'FGF13'	13	12	8	15	-4	6	0.1227102867
'3824_at'	'KLRD1'	-4	-1	7	-6	-4	3	0.1227710344
'80344_at'	'DCAF11'	-5	-3	-1	16	3	-6	0.1227896046
'53407_at'	'STX18'	15	15	12	14	14	17	0.1227946102
'29929_at'	'ALG6'	15	10	8	10	2	5	0.1229351126
'51365_at'	'PLA1A'	0	0	0	1	0	3	0.1229442861
'51501_at'	'C11orf73'	-1	-4	12	-2	6	7	0.1229658036
